"","status_id"
"530","1195065354424406017"
"531","1195065354139185152"
"532","1195065338011873280"
"533","1195065337886191617"
"534","1195065330462285824"
"535","1195058424771420160"
"536","1195065319997550593"
"537","1195018304978595845"
"538","1195017524347318273"
"539","1195065311835213824"
"540","1195065304965091330"
"541","1194989795283521538"
"542","1194999520918196226"
"543","1195065244781096960"
"544","1194979550196883457"
"545","1195048006606819334"
"546","1194994089013448705"
"547","1195031196218150912"
"548","1195047994560675840"
"549","1195032561673785344"
"550","1195046572389740545"
"551","1195035667774017536"
"552","1194993489051897857"
"553","1194990393856872449"
"554","1194977050035130370"
"555","1195065295607611397"
"556","1195039947830571011"
"557","1195024370512678914"
"558","1195001344081436672"
"559","1194986156825415681"
"560","1195042220191240192"
"561","1195065288859013123"
"562","1195060081127239680"
"563","1195065287617454083"
"564","1195029848852484097"
"565","1195065286304489472"
"566","1195065275730677760"
"567","1195065264720662533"
"568","1195057897404649472"
"569","1195065249956814851"
"570","1195065223188746240"
"571","1195065181719715840"
"572","1195065174689906688"
"573","1195052817465131014"
"574","1195039402881376258"
"575","1195065157510213632"
"576","1195026133986754565"
"577","1195065151537287169"
"578","1195035713584193536"
"579","1194976778768584706"
"580","1194983607678488576"
"581","1194978323446816773"
"582","1194984609789939712"
"583","1195065149436170240"
"584","1195065144738504704"
"585","1195065128909262848"
"586","1195065110936469504"
"587","1194989613116358658"
"588","1195062090945499143"
"589","1195009941934944258"
"590","1195065107052711940"
"591","1195064430092050433"
"592","1195065093089832960"
"593","1194991047694311424"
"594","1195065088492920835"
"595","1194998796180217862"
"596","1195065075675086852"
"597","1195007015615127552"
"598","1195052534806859776"
"599","1195065058088366083"
"600","1195065056003870720"
"601","1195002959257645057"
"602","1195002356682907648"
"603","1195065040656850944"
"604","1195065030493929473"
"605","1195065025884540929"
"606","1194981913095737352"
"607","1195015337533755393"
"608","1194986182180003843"
"609","1195024629628321793"
"610","1195032956848488449"
"611","1194987045728538624"
"612","1195027226804273154"
"613","1195020283654082561"
"614","1195020731169554432"
"615","1194987849885667328"
"616","1195019669767413761"
"617","1195065012840280064"
"618","1195057443509882881"
"619","1194985097440702465"
"620","1194982068436045824"
"621","1194985483346096129"
"622","1194984085502021632"
"623","1194981129847287808"
"624","1194986387793166338"
"625","1194988183009792000"
"626","1194982434191925248"
"627","1194980156907147265"
"628","1194983161450684416"
"629","1195033571397902339"
"630","1195065006628450304"
"631","1195063534146723842"
"632","1195064965432041473"
"633","1195017347884433408"
"634","1195019585646317568"
"635","1195018085926748160"
"636","1195056571765538816"
"637","1195056790272036864"
"638","1195064963712180224"
"639","1195020141722882049"
"640","1195016163912077313"
"641","1195055358273712129"
"642","1195021157952450561"
"643","1195016380132642816"
"644","1195016854269382656"
"645","1195018243003449345"
"646","1195055937477758976"
"647","1195020789197627392"
"648","1195054939862523904"
"649","1195064684333789184"
"650","1195019765699338240"
"651","1195021392548204544"
"652","1195015877944459264"
"653","1195020927018266624"
"654","1195056230886035456"
"655","1195022663535620096"
"656","1195021780194189312"
"657","1195020260769796096"
"658","1195064155666911232"
"659","1195055876261867520"
"660","1195019901980700673"
"661","1195016016855617537"
"662","1195017475257094146"
"663","1195055007193690112"
"664","1195054572303044608"
"665","1195016648157089792"
"666","1195017227977678848"
"667","1195021736443428866"
"668","1195021908812521477"
"669","1195041018414018560"
"670","1194986175297142785"
"671","1195064939288940550"
"672","1195053424271908864"
"673","1195051996442775552"
"674","1194975531932016640"
"675","1195015554094051328"
"676","1195054291393896451"
"677","1194979100844314624"
"678","1195049964663115776"
"679","1195042928009330688"
"680","1195052293684695040"
"681","1195039714228809729"
"682","1195044796726951938"
"683","1194994659715690497"
"684","1194979395607375873"
"685","1195042377569906688"
"686","1195057363960651778"
"687","1194989546397749249"
"688","1195055048960749571"
"689","1195004520780193793"
"690","1195032316629987328"
"691","1194997025349218312"
"692","1195029774793609216"
"693","1195047314940928001"
"694","1195037324037566467"
"695","1195060064643665921"
"696","1195064933190373376"
"697","1195064916790652929"
"698","1195064895005265920"
"699","1194981083588255744"
"700","1195064891964633089"
"701","1195063955577868296"
"702","1194978898762772480"
"703","1194979171795165184"
"704","1195064873861795842"
"705","1195064845470773248"
"706","1195064832875216896"
"707","1195060684758880256"
"708","1195061799009296384"
"709","1195052492159160320"
"710","1195059161039544320"
"711","1195059883290300417"
"712","1195064830824255489"
"713","1195061208484917250"
"714","1195023566443548673"
"715","1195063418241372160"
"716","1195064825417588736"
"717","1195055571042480130"
"718","1194975931150016513"
"719","1194988226550935552"
"720","1195006803404296195"
"721","1195011455411773442"
"722","1195037509157302272"
"723","1195002125958422538"
"724","1195004142625918976"
"725","1195060988808179712"
"726","1195053680057303041"
"727","1195064818371313672"
"728","1195064790001078274"
"729","1195063547123916800"
"730","1195064786142158849"
"731","1195026563898605568"
"732","1195064769889406977"
"733","1195055799011348483"
"734","1195016281398927360"
"735","1195032192944091136"
"736","1194981281353945088"
"737","1195017800282263553"
"738","1195064766504611840"
"739","1195026047114366976"
"740","1195009748627869696"
"741","1195029280696209410"
"742","1195046547811110912"
"743","1195020098593021952"
"744","1195064763857768448"
"745","1195052370486411264"
"746","1195051937026068480"
"747","1195051476218871808"
"748","1195064759621545984"
"749","1195064700414771200"
"750","1195050274966011904"
"751","1195049598630285312"
"752","1195064750415081472"
"753","1194982342193860608"
"754","1195064748565385217"
"755","1195043038998888448"
"756","1195038366586159106"
"757","1195019228073492480"
"758","1195039985713336320"
"759","1195019885258014720"
"760","1195017309514911749"
"761","1195021610895306752"
"762","1195042868089409536"
"763","1195064737446465536"
"764","1194976968334336006"
"765","1195062508127539200"
"766","1195064727870660609"
"767","1195055493636444160"
"768","1195024022611750913"
"769","1195039861599866882"
"770","1195064700238618624"
"771","1195064691573157888"
"772","1195040696660574208"
"773","1195064690273136642"
"774","1195064640084103168"
"775","1195001436515586049"
"776","1195026572232802307"
"777","1195030175647440897"
"778","1195064633637396481"
"779","1195055946113769472"
"780","1195055261179768833"
"781","1195064629174534144"
"782","1194984890623762432"
"783","1195064580361408512"
"784","1195057860201373698"
"785","1195049775273594880"
"786","1195018223504244742"
"787","1195034281644564481"
"788","1194989966130057216"
"789","1195064575667912704"
"790","1195064561080176641"
"791","1195064557355429888"
"792","1195064549025579008"
"793","1195057205067886592"
"794","1195064536954486784"
"795","1195064535167750147"
"796","1195064529346080769"
"797","1195064527412453376"
"798","1194990455706017792"
"799","1195063654208753664"
"800","1195064494835281922"
"801","1195022794259607552"
"802","1195022722213924867"
"803","1195012023479717888"
"804","1195034334333489154"
"805","1195044062375624704"
"806","1195064492884811776"
"807","1195022703276777473"
"808","1195064456528715776"
"809","1195022275822551040"
"810","1195064455748407296"
"811","1195063358891802624"
"812","1195045395333648384"
"813","1195064197748416512"
"814","1195062507221635073"
"815","1195045554083921920"
"816","1195064455312236545"
"817","1195022662013267971"
"818","1195016252332367878"
"819","1195002491190042624"
"820","1195003142179557376"
"821","1195038351520403457"
"822","1195064441882251265"
"823","1195001755752374281"
"824","1194990448378548225"
"825","1194976243243978752"
"826","1195004548030578689"
"827","1195039008759451649"
"828","1195008226535919616"
"829","1194978667094515712"
"830","1194981780790624257"
"831","1195064432348536832"
"832","1195054599536820226"
"833","1195053266993864707"
"834","1195064431186784256"
"835","1195064402870984704"
"836","1195064384411885569"
"837","1194997623658340352"
"838","1195064383920934913"
"839","1195021251787575301"
"840","1195041396371136512"
"841","1195020144155774979"
"842","1195064377067671554"
"843","1195035776733589505"
"844","1195063741953560577"
"845","1195064248491270146"
"846","1195064350912000004"
"847","1195064348609335302"
"848","1195035417000718339"
"849","1195014781465513984"
"850","1194991627598741506"
"851","1194977766128672768"
"852","1195064304904679424"
"853","1195045661886091270"
"854","1195046717835694080"
"855","1195064302312525825"
"856","1195064299988930560"
"857","1195064297757515776"
"858","1195064274751635456"
"859","1195063185360842753"
"860","1194979864756928512"
"861","1195033907818745861"
"862","1195045070358990849"
"863","1195034855148421120"
"864","1195021915997364225"
"865","1195005473390415872"
"866","1195005292968206339"
"867","1195032909763055617"
"868","1195032189072592896"
"869","1195064265046028288"
"870","1195006820827316224"
"871","1194979863121149953"
"872","1194978105800171520"
"873","1195002375410307073"
"874","1195064249548247042"
"875","1195011393755369472"
"876","1195015282084868096"
"877","1195044952478121985"
"878","1195016655178354688"
"879","1195012903537008640"
"880","1195045365327654914"
"881","1195003706074382336"
"882","1194999815282647041"
"883","1194987861688238080"
"884","1195064242619043840"
"885","1195004344049061888"
"886","1194987599989026817"
"887","1195064231332319233"
"888","1195064228576661505"
"889","1195064217201774592"
"890","1195061234120482816"
"891","1195060900505493511"
"892","1195064216505348097"
"893","1195064215519653888"
"894","1195064205784698880"
"895","1195064204799012864"
"896","1195064209911889920"
"897","1195064200181223429"
"898","1195063805706944519"
"899","1195047746115272704"
"900","1195064199883280384"
"901","1195062083483648000"
"902","1195064175921442818"
"903","1195063602409099265"
"904","1195064171613818886"
"905","1195064169000841216"
"906","1195026188646977536"
"907","1195018059678961669"
"908","1195006179644231683"
"909","1195018156202496000"
"910","1195064161711120386"
"911","1195007394130145280"
"912","1195019269794390016"
"913","1195019963473506305"
"914","1195029557495119872"
"915","1195005157945282560"
"916","1195009402379616256"
"917","1195026850176741376"
"918","1195031531749691392"
"919","1195064148616331264"
"920","1195064066676445184"
"921","1195064056769470464"
"922","1195043075011141632"
"923","1194997809381961728"
"924","1195064046405345280"
"925","1194999173696765952"
"926","1195064043977019395"
"927","1195064037039456256"
"928","1195064020434399235"
"929","1195064002214318080"
"930","1195063963505037318"
"931","1195001865496342528"
"932","1195063956525719553"
"933","1195063948602527745"
"934","1194995337922011136"
"935","1194991447197540353"
"936","1194993565195284483"
"937","1195063941686349825"
"938","1195063714053001220"
"939","1194990468066631680"
"940","1194986897770242054"
"941","1194990636484694017"
"942","1194987034378719232"
"943","1194995070358970368"
"944","1194991828191236101"
"945","1194996379397115906"
"946","1194998217890521088"
"947","1194993884243337216"
"948","1194996469364854785"
"949","1194991346089639938"
"950","1194994735406030848"
"951","1195063893611073536"
"952","1195051722659418112"
"953","1195051305997201409"
"954","1195044166209806337"
"955","1195063873864454144"
"956","1194986632165748736"
"957","1195038197379547136"
"958","1195063864800317440"
"959","1195063851856748544"
"960","1195063050501414912"
"961","1195055290963693570"
"962","1195063847243137024"
"963","1194976874956513280"
"964","1195063846035247105"
"965","1195005925968502790"
"966","1195005711572439040"
"967","1194976130018754560"
"968","1195063845703864320"
"969","1195063845405904896"
"970","1195047598974849024"
"971","1195043123052695552"
"972","1195063824564420608"
"973","1195044523656638464"
"974","1195048255131795456"
"975","1195048640236048386"
"976","1195020283733663746"
"977","1194984199754862594"
"978","1195005815918338048"
"979","1194989369658093568"
"980","1195063818327666692"
"981","1194998420970205189"
"982","1194994485891080192"
"983","1195000091976830976"
"984","1195052027203723265"
"985","1195045198738399232"
"986","1194982285415735297"
"987","1195061555827744769"
"988","1195059711118323712"
"989","1195062284223221761"
"990","1195063797104496643"
"991","1194981397519327234"
"992","1195017113909518337"
"993","1195063788728393728"
"994","1195063782562598912"
"995","1195063774752858112"
"996","1195037378504642560"
"997","1195025654950981632"
"998","1195063741316026368"
"999","1194985137374662660"
"1000","1195063732298235904"
"1001","1195063721011363840"
"1002","1195007358738554880"
"1003","1195059065258250240"
"1004","1195063713469829121"
"1005","1195043914765365248"
"1006","1195036274731704323"
"1007","1195063699813392384"
"1008","1194977033467678722"
"1009","1194976817196740609"
"1010","1195056944207269888"
"1011","1195063683434442752"
"1012","1195063637804748801"
"1013","1195027230465961990"
"1014","1195063606171197440"
"1015","1195049856798273537"
"1016","1195050324660281346"
"1017","1195063596490919936"
"1018","1195040587436711939"
"1019","1195047287585738753"
"1020","1195046565276246016"
"1021","1195051009766240256"
"1022","1195049144110501888"
"1023","1195063595857526787"
"1024","1194978732152360961"
"1025","1194988720291799040"
"1026","1194994804624633857"
"1027","1194987537019916288"
"1028","1195006267732975622"
"1029","1195060915093352450"
"1030","1194981241889669121"
"1031","1195007372558819328"
"1032","1195005406755602432"
"1033","1195004825819385856"
"1034","1195063578665082882"
"1035","1195063565910069249"
"1036","1195015876233314304"
"1037","1195013452743544832"
"1038","1194980546255949825"
"1039","1195047441113980928"
"1040","1194997798908903424"
"1041","1194978233118318593"
"1042","1195051214737682433"
"1043","1195063553683787776"
"1044","1195000897845317632"
"1045","1195000264123715585"
"1046","1195015378587525122"
"1047","1195012631461081088"
"1048","1195043259166400513"
"1049","1195054484625534978"
"1050","1194976406608007168"
"1051","1194977597970665474"
"1052","1195019226370760704"
"1053","1195016349715697669"
"1054","1195044529373634561"
"1055","1195063552551391234"
"1056","1195063547635494912"
"1057","1194984137528098816"
"1058","1195012888605417472"
"1059","1195063530585804800"
"1060","1195063221121671169"
"1061","1195063523665158144"
"1062","1195025461312737280"
"1063","1194986476523675648"
"1064","1195000709290364934"
"1065","1195063521626771461"
"1066","1195061915153838085"
"1067","1195063518489395201"
"1068","1195007178488332289"
"1069","1195062648401989632"
"1070","1195005203965239296"
"1071","1195063484276498433"
"1072","1195007298868891648"
"1073","1195009366304280576"
"1074","1195002729967452161"
"1075","1195063463271223297"
"1076","1194983303469649920"
"1077","1195037541293948929"
"1078","1195035488492539904"
"1079","1195038102252748800"
"1080","1195032812010606593"
"1081","1195051964695896064"
"1082","1195057100537225216"
"1083","1195038278124130305"
"1084","1195039192268431360"
"1085","1195033965758832641"
"1086","1195036325289684993"
"1087","1195041946965667840"
"1088","1195063461891280896"
"1089","1195033381995610113"
"1090","1195056257293418497"
"1091","1195031138718216192"
"1092","1195029184185192448"
"1093","1195063458472980481"
"1094","1195021777962975235"
"1095","1194976494243762177"
"1096","1195005113804439552"
"1097","1195004591190036480"
"1098","1195011864108904453"
"1099","1195063455549706240"
"1100","1195054768986755072"
"1101","1195063448436129793"
"1102","1195063440051703808"
"1103","1194991844905631745"
"1104","1194997632457945090"
"1105","1195051332849278976"
"1106","1195040954694144000"
"1107","1194979757294837761"
"1108","1194986880686862337"
"1109","1194977113948008454"
"1110","1195019629560815616"
"1111","1194974100709662721"
"1112","1195062202212012033"
"1113","1195056448428003329"
"1114","1195029596430839808"
"1115","1194997524140089344"
"1116","1195063393792724999"
"1117","1195022731009576961"
"1118","1195020562990583809"
"1119","1195033667749462017"
"1120","1195063363656671232"
"1121","1194991508329398273"
"1122","1195041343002705921"
"1123","1195019319375089665"
"1124","1195063358875029504"
"1125","1195034173456580611"
"1126","1194989628937211904"
"1127","1195028124125159425"
"1128","1194997174095843328"
"1129","1195024728848646146"
"1130","1195004474101682178"
"1131","1195026751287525376"
"1132","1195063341804208129"
"1133","1195063335382851584"
"1134","1195060920659132416"
"1135","1195049558776188928"
"1136","1195063319188652032"
"1137","1195063298653376512"
"1138","1195063293288865800"
"1139","1195016303574163457"
"1140","1195031528197242880"
"1141","1195016235047694336"
"1142","1194986665770717184"
"1143","1195015967757217795"
"1144","1195059972666736640"
"1145","1195063112384307201"
"1146","1195062257417363459"
"1147","1195063279988563973"
"1148","1195004537054146561"
"1149","1195063243691188224"
"1150","1195009050624311299"
"1151","1195063228830760961"
"1152","1195035027509260289"
